Dateoil,Cushing..OK.WTI.Spot.Price.FOB..Dollars.per.Barrel.,COMEX,Date,CopperCOMEX
29-03-20,NA,"4,043",2021-03-29,4.043
29-03-20,NA,"4,717",2022-03-29,4.717
29-03-20,NA,"4,115",2023-03-29,4.115
29-04-20,NA,"2,895",2019-04-29,2.895
29-04-20,NA,"2,375",2020-04-29,2.375
29-04-20,NA,"4,493",2021-04-29,4.493
29-04-20,NA,"4,395",2022-04-29,4.395
29-05-20,NA,"3,052",2018-05-29,3.052
29-05-20,NA,"2,673",2019-05-29,2.673
29-05-20,NA,"2,427",2020-05-29,2.427
29-06-20,NA,"2,683",2017-06-29,2.683
29-06-20,NA,"2,951",2018-06-29,2.951
29-06-20,NA,"2,68",2020-06-29,2.68
29-06-20,NA,"4,277",2021-06-29,4.277
29-06-20,NA,"3,779",2022-06-29,3.779
29-06-20,NA,"3,678",2023-06-29,3.678
29-07-20,NA,"2,71",2019-07-29,2.71
29-07-20,NA,"2,906",2020-07-29,2.906
29-07-20,NA,"4,52",2021-07-29,4.52
29-07-20,NA,"3,584",2022-07-29,3.584
29-08-20,NA,"3,081",2017-08-29,3.081
29-08-20,NA,"2,709",2018-08-29,2.709
29-08-20,NA,"2,56",2019-08-29,2.56
29-08-20,NA,"3,627",2022-08-29,3.627
29-08-20,NA,"3,793",2023-08-29,3.793
29-09-20,NA,"2,938",2017-09-29,2.938
29-09-20,NA,"2,984",2020-09-29,2.984
29-09-20,NA,"4,2",2021-09-29,4.2
29-09-20,NA,"3,44",2022-09-29,3.44
29-09-20,NA,"3,726",2023-09-29,3.726
29-10-20,NA,"2,739",2018-10-29,2.739
29-10-20,NA,"2,683",2019-10-29,2.683
29-10-20,NA,"3,052",2020-10-29,3.052
29-10-20,NA,"4,376",2021-10-29,4.376
29-11-20,NA,"3,04",2017-11-29,3.04
29-11-20,NA,"2,778",2018-11-29,2.778
29-11-20,NA,"2,642",2019-11-29,2.642
29-11-20,NA,"4,337",2021-11-29,4.337
29-11-20,NA,"3,63",2022-11-29,3.63
29-11-20,NA,"3,786",2023-11-29,3.786
29-12-20,NA,"3,28",2017-12-29,3.28
29-12-20,NA,"3,553",2020-12-29,3.553
29-12-20,NA,"4,402",2021-12-29,4.402
29-12-20,NA,"3,821",2022-12-29,3.821
29-12-20,NA,"3,881",2023-12-29,3.881
30-01-20,NA,"2,648",2017-01-30,2.648
30-01-20,NA,"3,177",2018-01-30,3.177
30-01-20,NA,"2,773",2019-01-30,2.773
30-01-20,NA,"2,524",2020-01-30,2.524
30-01-20,NA,"4,204",2023-01-30,4.204
30-01-20,NA,"3,907",2024-01-30,3.907
30-03-20,NA,"2,665",2017-03-30,2.665
30-03-20,NA,"2,162",2020-03-30,2.162
30-03-20,NA,"3,983",2021-03-30,3.983
30-03-20,NA,"4,74",2022-03-30,4.74
30-03-20,NA,"4,091",2023-03-30,4.091
30-04-20,NA,"3,053",2018-04-30,3.053
30-04-20,NA,"2,902",2019-04-30,2.902
30-04-20,NA,"2,354",2020-04-30,2.354
30-04-20,NA,"4,479",2021-04-30,4.479
30-05-20,NA,"2,561",2017-05-30,2.561
30-05-20,NA,"3,06",2018-05-30,3.06
30-05-20,NA,"2,661",2019-05-30,2.661
30-05-20,NA,"3,658",2023-05-30,3.658
30-06-20,NA,"2,699",2017-06-30,2.699
30-06-20,NA,"2,714",2020-06-30,2.714
30-06-20,NA,"4,297",2021-06-30,4.297
30-06-20,NA,"3,715",2022-06-30,3.715
30-06-20,NA,"3,741",2023-06-30,3.741
30-07-20,NA,"2,779",2018-07-30,2.779
30-07-20,NA,"2,671",2019-07-30,2.671
30-07-20,NA,"2,905",2020-07-30,2.905
30-07-20,NA,"4,481",2021-07-30,4.481
30-08-20,NA,"3,065",2017-08-30,3.065
30-08-20,NA,"2,691",2018-08-30,2.691
30-08-20,NA,"2,533",2019-08-30,2.533
30-08-20,NA,"4,361",2021-08-30,4.361
30-08-20,NA,"3,545",2022-08-30,3.545
30-08-20,NA,"3,785",2023-08-30,3.785
30-09-20,NA,"2,565",2019-09-30,2.565
30-09-20,NA,"3,029",2020-09-30,3.029
30-09-20,NA,"4,09",2021-09-30,4.09
30-09-20,NA,"3,442",2022-09-30,3.442
30-10-20,NA,"3,102",2017-10-30,3.102
30-10-20,NA,"2,663",2018-10-30,2.663
30-10-20,NA,"2,681",2019-10-30,2.681
30-10-20,NA,"3,044",2020-10-30,3.044
30-10-20,NA,"3,65",2023-10-30,3.65
30-11-20,NA,"3,037",2017-11-30,3.037
30-11-20,NA,"2,778",2018-11-30,2.778
30-11-20,NA,"3,421",2020-11-30,3.421
30-11-20,NA,"4,278",2021-11-30,4.278
30-11-20,NA,"3,73",2022-11-30,3.73
30-11-20,NA,"3,829",2023-11-30,3.829
30-12-20,NA,"2,828",2019-12-30,2.828
30-12-20,NA,"3,543",2020-12-30,3.543
30-12-20,NA,"4,385",2021-12-30,4.385
30-12-20,NA,"3,806",2022-12-30,3.806
31-01-20,NA,"2,722",2017-01-31,2.722
31-01-20,NA,"3,184",2018-01-31,3.184
31-01-20,NA,"2,789",2019-01-31,2.789
31-01-20,NA,"2,52",2020-01-31,2.52
31-01-20,NA,"4,318",2022-01-31,4.318
31-01-20,NA,"4,229",2023-01-31,4.229
31-01-20,NA,"3,903",2024-01-31,3.903
31-03-20,NA,"2,647",2017-03-31,2.647
31-03-20,NA,"2,24",2020-03-31,2.24
31-03-20,NA,"4,003",2021-03-31,4.003
31-03-20,NA,"4,743",2022-03-31,4.743
31-03-20,NA,"4,105",2023-03-31,4.105
31-05-20,NA,"2,577",2017-05-31,2.577
31-05-20,NA,"3,058",2018-05-31,3.058
31-05-20,NA,"2,646",2019-05-31,2.646
31-05-20,NA,"4,295",2022-05-31,4.295
31-05-20,NA,"3,631",2023-05-31,3.631
31-07-20,NA,"2,888",2017-07-31,2.888
31-07-20,NA,"2,819",2018-07-31,2.819
31-07-20,NA,"2,658",2019-07-31,2.658
31-07-20,NA,"2,859",2020-07-31,2.859
31-07-20,NA,"3,995",2023-07-31,3.995
31-08-20,NA,"3,079",2017-08-31,3.079
31-08-20,NA,"2,649",2018-08-31,2.649
31-08-20,NA,"3,041",2020-08-31,3.041
31-08-20,NA,"4,36",2021-08-31,4.36
31-08-20,NA,"3,519",2022-08-31,3.519
31-08-20,NA,"3,773",2023-08-31,3.773
31-10-20,NA,"3,092",2017-10-31,3.092
31-10-20,NA,"2,664",2018-10-31,2.664
31-10-20,NA,"2,633",2019-10-31,2.633
31-10-20,NA,"3,414",2022-10-31,3.414
31-10-20,NA,"3,642",2023-10-31,3.642
31-12-20,NA,"2,628",2018-12-31,2.628
31-12-20,NA,"2,794",2019-12-31,2.794
31-12-20,NA,"3,514",2020-12-31,3.514
31-12-20,NA,"4,455",2021-12-31,4.455
2017-01-03,52.36,NA,NA,NA
2017-01-04,53.26,NA,NA,NA
2017-01-05,53.77,NA,NA,NA
2017-01-06,53.98,NA,NA,NA
2017-01-09,51.95,NA,NA,NA
2017-01-10,50.82,NA,NA,NA
2017-01-11,52.19,NA,NA,NA
2017-01-12,53.01,NA,NA,NA
2017-01-13,52.36,NA,NA,NA
2017-01-16,NA,NA,NA,NA
2017-01-17,52.45,NA,NA,NA
2017-01-18,51.12,NA,NA,NA
2017-01-19,51.39,NA,NA,NA
2017-01-20,52.33,NA,NA,NA
2017-01-23,52.77,NA,NA,NA
2017-01-24,52.38,NA,NA,NA
2017-01-25,52.14,NA,NA,NA
2017-01-26,53.24,NA,NA,NA
2017-01-27,53.18,NA,NA,NA
2017-01-30,52.63,NA,NA,NA
2017-01-31,52.75,NA,NA,NA
2017-02-01,53.9,NA,NA,NA
2017-02-02,53.55,NA,NA,NA
2017-02-03,53.81,NA,NA,NA
2017-02-06,53.01,NA,NA,NA
2017-02-07,52.19,NA,NA,NA
2017-02-08,52.37,NA,NA,NA
2017-02-09,52.99,NA,NA,NA
2017-02-10,53.84,NA,NA,NA
2017-02-13,52.96,NA,NA,NA
2017-02-14,53.21,NA,NA,NA
2017-02-15,53.11,NA,NA,NA
2017-02-16,53.41,NA,NA,NA
2017-02-17,53.41,NA,NA,NA
2017-02-20,NA,NA,NA,NA
2017-02-21,54.02,NA,NA,NA
2017-02-22,53.61,NA,NA,NA
2017-02-23,54.48,NA,NA,NA
2017-02-24,53.99,NA,NA,NA
2017-02-27,54.04,NA,NA,NA
2017-02-28,54,NA,NA,NA
2017-03-01,53.82,NA,NA,NA
2017-03-02,52.63,NA,NA,NA
2017-03-03,53.33,NA,NA,NA
2017-03-06,53.19,NA,NA,NA
2017-03-07,52.68,NA,NA,NA
2017-03-08,49.83,NA,NA,NA
2017-03-09,48.75,NA,NA,NA
2017-03-10,48.05,NA,NA,NA
2017-03-13,47.95,NA,NA,NA
2017-03-14,47.24,NA,NA,NA
2017-03-15,48.34,NA,NA,NA
2017-03-16,48.3,NA,NA,NA
2017-03-17,48.34,NA,NA,NA
2017-03-20,47.79,NA,NA,NA
2017-03-21,47.02,NA,NA,NA
2017-03-22,47.29,NA,NA,NA
2017-03-23,47,NA,NA,NA
2017-03-24,47.3,NA,NA,NA
2017-03-27,47.02,NA,NA,NA
2017-03-28,48.36,NA,NA,NA
2017-03-29,49.47,NA,NA,NA
2017-03-30,50.3,NA,NA,NA
2017-03-31,50.54,NA,NA,NA
2017-04-03,50.25,NA,NA,NA
2017-04-04,50.99,NA,NA,NA
2017-04-05,51.14,NA,NA,NA
2017-04-06,51.69,NA,NA,NA
2017-04-07,52.25,NA,NA,NA
2017-04-10,53.06,NA,NA,NA
2017-04-11,53.38,NA,NA,NA
2017-04-12,53.12,NA,NA,NA
2017-04-13,53.19,NA,NA,NA
2017-04-17,52.62,NA,NA,NA
2017-04-18,52.46,NA,NA,NA
2017-04-19,50.49,NA,NA,NA
2017-04-20,50.26,NA,NA,NA
2017-04-21,49.64,NA,NA,NA
2017-04-24,48.9,NA,NA,NA
2017-04-25,49.22,NA,NA,NA
2017-04-26,49.22,NA,NA,NA
2017-04-27,48.96,NA,NA,NA
2017-04-28,49.31,NA,NA,NA
2017-05-01,48.83,NA,NA,NA
2017-05-02,47.65,NA,NA,NA
2017-05-03,47.79,NA,NA,NA
2017-05-04,45.55,NA,NA,NA
2017-05-05,46.23,NA,NA,NA
2017-05-08,46.46,NA,NA,NA
2017-05-09,45.84,NA,NA,NA
2017-05-10,47.28,NA,NA,NA
2017-05-11,47.81,NA,NA,NA
2017-05-12,47.83,NA,NA,NA
2017-05-15,48.86,NA,NA,NA
2017-05-16,48.64,NA,NA,NA
2017-05-17,49.04,NA,NA,NA
2017-05-18,49.36,NA,NA,NA
2017-05-19,50.32,NA,NA,NA
2017-05-22,50.81,NA,NA,NA
2017-05-23,51.12,NA,NA,NA
2017-05-24,50.99,NA,NA,NA
2017-05-25,48.57,NA,NA,NA
2017-05-26,49.58,NA,NA,NA
2017-05-29,NA,NA,NA,NA
2017-05-30,49.63,NA,NA,NA
2017-05-31,48.29,NA,NA,NA
2017-06-01,48.32,NA,NA,NA
2017-06-02,47.68,NA,NA,NA
2017-06-05,47.4,NA,NA,NA
2017-06-06,48.13,NA,NA,NA
2017-06-07,45.8,NA,NA,NA
2017-06-08,45.68,NA,NA,NA
2017-06-09,45.82,NA,NA,NA
2017-06-12,46.1,NA,NA,NA
2017-06-13,46.41,NA,NA,NA
2017-06-14,44.79,NA,NA,NA
2017-06-15,44.47,NA,NA,NA
2017-06-16,44.73,NA,NA,NA
2017-06-19,44.24,NA,NA,NA
2017-06-20,43.34,NA,NA,NA
2017-06-21,42.48,NA,NA,NA
2017-06-22,42.53,NA,NA,NA
2017-06-23,42.86,NA,NA,NA
2017-06-26,43.24,NA,NA,NA
2017-06-27,44.25,NA,NA,NA
2017-06-28,44.74,NA,NA,NA
2017-06-29,44.88,NA,NA,NA
2017-06-30,46.02,NA,NA,NA
2017-07-03,NA,NA,NA,NA
2017-07-04,NA,NA,NA,NA
2017-07-05,45.11,NA,NA,NA
2017-07-06,45.52,NA,NA,NA
2017-07-07,44.25,NA,NA,NA
2017-07-10,44.4,NA,NA,NA
2017-07-11,45.06,NA,NA,NA
2017-07-12,45.48,NA,NA,NA
2017-07-13,46.06,NA,NA,NA
2017-07-14,46.53,NA,NA,NA
2017-07-17,46.02,NA,NA,NA
2017-07-18,46.4,NA,NA,NA
2017-07-19,47.1,NA,NA,NA
2017-07-20,46.73,NA,NA,NA
2017-07-21,45.78,NA,NA,NA
2017-07-24,46.21,NA,NA,NA
2017-07-25,47.77,NA,NA,NA
2017-07-26,48.58,NA,NA,NA
2017-07-27,49.05,NA,NA,NA
2017-07-28,49.72,NA,NA,NA
2017-07-31,50.21,NA,NA,NA
2017-08-01,49.19,NA,NA,NA
2017-08-02,49.6,NA,NA,NA
2017-08-03,49.03,NA,NA,NA
2017-08-04,49.57,NA,NA,NA
2017-08-07,49.37,NA,NA,NA
2017-08-08,49.07,NA,NA,NA
2017-08-09,49.59,NA,NA,NA
2017-08-10,48.54,NA,NA,NA
2017-08-11,48.81,NA,NA,NA
2017-08-14,47.59,NA,NA,NA
2017-08-15,47.57,NA,NA,NA
2017-08-16,46.8,NA,NA,NA
2017-08-17,47.07,NA,NA,NA
2017-08-18,48.59,NA,NA,NA
2017-08-21,47.39,NA,NA,NA
2017-08-22,47.65,NA,NA,NA
2017-08-23,48.45,NA,NA,NA
2017-08-24,47.24,NA,NA,NA
2017-08-25,47.65,NA,NA,NA
2017-08-28,46.4,NA,NA,NA
2017-08-29,46.46,NA,NA,NA
2017-08-30,45.96,NA,NA,NA
2017-08-31,47.26,NA,NA,NA
2017-09-01,47.32,NA,NA,NA
2017-09-04,NA,NA,NA,NA
2017-09-05,48.63,NA,NA,NA
2017-09-06,49.13,NA,NA,NA
2017-09-07,49.1,NA,NA,NA
2017-09-08,47.44,NA,NA,NA
2017-09-11,48.06,NA,NA,NA
2017-09-12,48.21,NA,NA,NA
2017-09-13,49.3,NA,NA,NA
2017-09-14,49.86,NA,NA,NA
2017-09-15,49.9,NA,NA,NA
2017-09-18,49.88,NA,NA,NA
2017-09-19,49.54,NA,NA,NA
2017-09-20,50.29,NA,NA,NA
2017-09-21,50.58,NA,NA,NA
2017-09-22,50.33,NA,NA,NA
2017-09-25,51.85,NA,NA,NA
2017-09-26,51.59,NA,NA,NA
2017-09-27,52.14,NA,NA,NA
2017-09-28,51.62,NA,NA,NA
2017-09-29,51.67,NA,NA,NA
2017-10-02,50.59,NA,NA,NA
2017-10-03,50.44,NA,NA,NA
2017-10-04,50,NA,NA,NA
2017-10-05,50.79,NA,NA,NA
2017-10-06,49.34,NA,NA,NA
2017-10-09,49.58,NA,NA,NA
2017-10-10,50.93,NA,NA,NA
2017-10-11,51.3,NA,NA,NA
2017-10-12,50.61,NA,NA,NA
2017-10-13,51.43,NA,NA,NA
2017-10-16,51.86,NA,NA,NA
2017-10-17,51.87,NA,NA,NA
2017-10-18,52.05,NA,NA,NA
2017-10-19,51.29,NA,NA,NA
2017-10-20,51.63,NA,NA,NA
2017-10-23,51.91,NA,NA,NA
2017-10-24,52.32,NA,NA,NA
2017-10-25,51.97,NA,NA,NA
2017-10-26,52.41,NA,NA,NA
2017-10-27,53.92,NA,NA,NA
2017-10-30,54.11,NA,NA,NA
2017-10-31,54.36,NA,NA,NA
2017-11-01,54.32,NA,NA,NA
2017-11-02,54.55,NA,NA,NA
2017-11-03,55.63,NA,NA,NA
2017-11-06,57.34,NA,NA,NA
2017-11-07,57.19,NA,NA,NA
2017-11-08,56.82,NA,NA,NA
2017-11-09,57.16,NA,NA,NA
2017-11-10,56.75,NA,NA,NA
2017-11-13,56.77,NA,NA,NA
2017-11-14,55.67,NA,NA,NA
2017-11-15,55.28,NA,NA,NA
2017-11-16,55.14,NA,NA,NA
2017-11-17,56.21,NA,NA,NA
2017-11-20,56.21,NA,NA,NA
2017-11-21,56.84,NA,NA,NA
2017-11-22,57.88,NA,NA,NA
2017-11-23,NA,NA,NA,NA
2017-11-24,58.94,NA,NA,NA
2017-11-27,58.1,NA,NA,NA
2017-11-28,57.96,NA,NA,NA
2017-11-29,57.25,NA,NA,NA
2017-11-30,57.4,NA,NA,NA
2017-12-01,58.35,NA,NA,NA
2017-12-04,57.48,NA,NA,NA
2017-12-05,57.66,NA,NA,NA
2017-12-06,55.79,NA,NA,NA
2017-12-07,56.5,NA,NA,NA
2017-12-08,57.15,NA,NA,NA
2017-12-11,57.84,NA,NA,NA
2017-12-12,57.12,NA,NA,NA
2017-12-13,56.59,NA,NA,NA
2017-12-14,57,NA,NA,NA
2017-12-15,57.29,NA,NA,NA
2017-12-18,57.17,NA,NA,NA
2017-12-19,57.49,NA,NA,NA
2017-12-20,58.09,NA,NA,NA
2017-12-21,58.34,NA,NA,NA
2017-12-22,58.25,NA,NA,NA
2017-12-26,59.55,NA,NA,NA
2017-12-27,59.67,NA,NA,NA
2017-12-28,59.84,NA,NA,NA
2017-12-29,60.46,NA,NA,NA
2018-01-02,60.37,NA,NA,NA
2018-01-03,61.61,NA,NA,NA
2018-01-04,61.98,NA,NA,NA
2018-01-05,61.49,NA,NA,NA
2018-01-08,61.73,NA,NA,NA
2018-01-09,62.92,NA,NA,NA
2018-01-10,63.6,NA,NA,NA
2018-01-11,63.81,NA,NA,NA
2018-01-12,64.22,NA,NA,NA
2018-01-15,NA,NA,NA,NA
2018-01-16,63.82,NA,NA,NA
2018-01-17,63.92,NA,NA,NA
2018-01-18,63.96,NA,NA,NA
2018-01-19,63.38,NA,NA,NA
2018-01-22,63.66,NA,NA,NA
2018-01-23,64.45,NA,NA,NA
2018-01-24,65.69,NA,NA,NA
2018-01-25,65.62,NA,NA,NA
2018-01-26,66.27,NA,NA,NA
2018-01-29,65.71,NA,NA,NA
2018-01-30,64.64,NA,NA,NA
2018-01-31,64.82,NA,NA,NA
2018-02-01,65.92,NA,NA,NA
2018-02-02,65.5,NA,NA,NA
2018-02-05,64.18,NA,NA,NA
2018-02-06,63.48,NA,NA,NA
2018-02-07,61.91,NA,NA,NA
2018-02-08,61.3,NA,NA,NA
2018-02-09,59.2,NA,NA,NA
2018-02-12,59.41,NA,NA,NA
2018-02-13,59.33,NA,NA,NA
2018-02-14,60.7,NA,NA,NA
2018-02-15,61.48,NA,NA,NA
2018-02-16,61.89,NA,NA,NA
2018-02-19,NA,NA,NA,NA
2018-02-20,61.91,NA,NA,NA
2018-02-21,61.73,NA,NA,NA
2018-02-22,62.72,NA,NA,NA
2018-02-23,63.52,NA,NA,NA
2018-02-26,63.81,NA,NA,NA
2018-02-27,62.94,NA,NA,NA
2018-02-28,61.43,NA,NA,NA
2018-03-01,60.98,NA,NA,NA
2018-03-02,61.19,NA,NA,NA
2018-03-05,62.49,NA,NA,NA
2018-03-06,62.54,NA,NA,NA
2018-03-07,61.09,NA,NA,NA
2018-03-08,60.13,NA,NA,NA
2018-03-09,62.02,NA,NA,NA
2018-03-12,61.35,NA,NA,NA
2018-03-13,60.69,NA,NA,NA
2018-03-14,60.89,NA,NA,NA
2018-03-15,61.16,NA,NA,NA
2018-03-16,62.29,NA,NA,NA
2018-03-19,62.01,NA,NA,NA
2018-03-20,63.37,NA,NA,NA
2018-03-21,65.1,NA,NA,NA
2018-03-22,64.25,NA,NA,NA
2018-03-23,65.8,NA,NA,NA
2018-03-26,65.49,NA,NA,NA
2018-03-27,65.21,NA,NA,NA
2018-03-28,64.3,NA,NA,NA
2018-03-29,64.87,NA,NA,NA
2018-04-02,63.05,NA,NA,NA
2018-04-03,63.41,NA,NA,NA
2018-04-04,63.35,NA,NA,NA
2018-04-05,63.53,NA,NA,NA
2018-04-06,62.03,NA,NA,NA
2018-04-09,63.4,NA,NA,NA
2018-04-10,65.48,NA,NA,NA
2018-04-11,66.81,NA,NA,NA
2018-04-12,67.07,NA,NA,NA
2018-04-13,67.35,NA,NA,NA
2018-04-16,66.23,NA,NA,NA
2018-04-17,66.5,NA,NA,NA
2018-04-18,68.44,NA,NA,NA
2018-04-19,68.3,NA,NA,NA
2018-04-20,68.26,NA,NA,NA
2018-04-23,67.61,NA,NA,NA
2018-04-24,67.66,NA,NA,NA
2018-04-25,68,NA,NA,NA
2018-04-26,68.18,NA,NA,NA
2018-04-27,68.11,NA,NA,NA
2018-04-30,68.56,NA,NA,NA
2018-05-01,67.28,NA,NA,NA
2018-05-02,67.91,NA,NA,NA
2018-05-03,68.45,NA,NA,NA
2018-05-04,69.71,NA,NA,NA
2018-05-07,70.74,NA,NA,NA
2018-05-08,68.83,NA,NA,NA
2018-05-09,71.16,NA,NA,NA
2018-05-10,71.36,NA,NA,NA
2018-05-11,70.69,NA,NA,NA
2018-05-14,71.01,NA,NA,NA
2018-05-15,71.34,NA,NA,NA
2018-05-16,71.43,NA,NA,NA
2018-05-17,71.47,NA,NA,NA
2018-05-18,71.23,NA,NA,NA
2018-05-21,72.26,NA,NA,NA
2018-05-22,72.09,NA,NA,NA
2018-05-23,71.85,NA,NA,NA
2018-05-24,70.77,NA,NA,NA
2018-05-25,67.92,NA,NA,NA
2018-05-29,66.8,NA,NA,NA
2018-05-30,68.24,NA,NA,NA
2018-05-31,66.98,NA,NA,NA
2018-06-01,65.81,NA,NA,NA
2018-06-04,64.76,NA,NA,NA
2018-06-05,65.51,NA,NA,NA
2018-06-06,64.75,NA,NA,NA
2018-06-07,65.96,NA,NA,NA
2018-06-08,65.77,NA,NA,NA
2018-06-11,66.1,NA,NA,NA
2018-06-12,66.38,NA,NA,NA
2018-06-13,66.63,NA,NA,NA
2018-06-14,66.91,NA,NA,NA
2018-06-15,65.01,NA,NA,NA
2018-06-18,65.91,NA,NA,NA
2018-06-19,65.09,NA,NA,NA
2018-06-20,65.92,NA,NA,NA
2018-06-21,65.68,NA,NA,NA
2018-06-22,69.02,NA,NA,NA
2018-06-25,69.91,NA,NA,NA
2018-06-26,75.23,NA,NA,NA
2018-06-27,77.41,NA,NA,NA
2018-06-28,73.45,NA,NA,NA
2018-06-29,74.13,NA,NA,NA
2018-07-02,73.89,NA,NA,NA
2018-07-03,74.19,NA,NA,NA
2018-07-04,NA,NA,NA,NA
2018-07-05,73.05,NA,NA,NA
2018-07-06,73.78,NA,NA,NA
2018-07-09,73.93,NA,NA,NA
2018-07-10,74.11,NA,NA,NA
2018-07-11,70.47,NA,NA,NA
2018-07-12,70.28,NA,NA,NA
2018-07-13,71.03,NA,NA,NA
2018-07-16,68.22,NA,NA,NA
2018-07-17,68.03,NA,NA,NA
2018-07-18,68.78,NA,NA,NA
2018-07-19,69.42,NA,NA,NA
2018-07-20,70.31,NA,NA,NA
2018-07-23,67.9,NA,NA,NA
2018-07-24,70.77,NA,NA,NA
2018-07-25,71.13,NA,NA,NA
2018-07-26,71.59,NA,NA,NA
2018-07-27,68.66,NA,NA,NA
2018-07-30,71.19,NA,NA,NA
2018-07-31,69.88,NA,NA,NA
2018-08-01,68.8,NA,NA,NA
2018-08-02,68.95,NA,NA,NA
2018-08-03,68.49,NA,NA,NA
2018-08-06,69.01,NA,NA,NA
2018-08-07,69.17,NA,NA,NA
2018-08-08,66.92,NA,NA,NA
2018-08-09,66.81,NA,NA,NA
2018-08-10,67.61,NA,NA,NA
2018-08-13,67.25,NA,NA,NA
2018-08-14,67.04,NA,NA,NA
2018-08-15,65.07,NA,NA,NA
2018-08-16,65.44,NA,NA,NA
2018-08-17,65.93,NA,NA,NA
2018-08-20,66.5,NA,NA,NA
2018-08-21,67.32,NA,NA,NA
2018-08-22,67.85,NA,NA,NA
2018-08-23,69.13,NA,NA,NA
2018-08-24,69.71,NA,NA,NA
2018-08-27,69.97,NA,NA,NA
2018-08-28,68.54,NA,NA,NA
2018-08-29,69.68,NA,NA,NA
2018-08-30,70.25,NA,NA,NA
2018-08-31,69.84,NA,NA,NA
2018-09-03,NA,NA,NA,NA
2018-09-04,69.82,NA,NA,NA
2018-09-05,68.69,NA,NA,NA
2018-09-06,67.81,NA,NA,NA
2018-09-07,67.73,NA,NA,NA
2018-09-10,67.55,NA,NA,NA
2018-09-11,69.29,NA,NA,NA
2018-09-12,70.37,NA,NA,NA
2018-09-13,68.6,NA,NA,NA
2018-09-14,68.98,NA,NA,NA
2018-09-17,68.86,NA,NA,NA
2018-09-18,69.87,NA,NA,NA
2018-09-19,71.08,NA,NA,NA
2018-09-20,70.77,NA,NA,NA
2018-09-21,70.8,NA,NA,NA
2018-09-24,73.23,NA,NA,NA
2018-09-25,73.4,NA,NA,NA
2018-09-26,72.22,NA,NA,NA
2018-09-27,72.18,NA,NA,NA
2018-09-28,73.16,NA,NA,NA
2018-10-01,75.37,NA,NA,NA
2018-10-02,75.16,NA,NA,NA
2018-10-03,76.4,NA,NA,NA
2018-10-04,74.44,NA,NA,NA
2018-10-05,74.26,NA,NA,NA
2018-10-08,74.27,NA,NA,NA
2018-10-09,74.95,NA,NA,NA
2018-10-10,73.18,NA,NA,NA
2018-10-11,70.97,NA,NA,NA
2018-10-12,71.41,NA,NA,NA
2018-10-15,71.84,NA,NA,NA
2018-10-16,71.93,NA,NA,NA
2018-10-17,69.63,NA,NA,NA
2018-10-18,68.63,NA,NA,NA
2018-10-19,69.16,NA,NA,NA
2018-10-22,69.25,NA,NA,NA
2018-10-23,66.49,NA,NA,NA
2018-10-24,66.56,NA,NA,NA
2018-10-25,67.25,NA,NA,NA
2018-10-26,67.58,NA,NA,NA
2018-10-29,67,NA,NA,NA
2018-10-30,66.18,NA,NA,NA
2018-10-31,65.31,NA,NA,NA
2018-11-01,63.67,NA,NA,NA
2018-11-02,63.12,NA,NA,NA
2018-11-05,63.12,NA,NA,NA
2018-11-06,62.16,NA,NA,NA
2018-11-07,61.69,NA,NA,NA
2018-11-08,60.71,NA,NA,NA
2018-11-09,60.19,NA,NA,NA
2018-11-12,59.85,NA,NA,NA
2018-11-13,55.63,NA,NA,NA
2018-11-14,56.16,NA,NA,NA
2018-11-15,56.45,NA,NA,NA
2018-11-16,56.49,NA,NA,NA
2018-11-19,57.16,NA,NA,NA
2018-11-20,53.39,NA,NA,NA
2018-11-21,54.41,NA,NA,NA
2018-11-22,NA,NA,NA,NA
2018-11-23,NA,NA,NA,NA
2018-11-26,51.46,NA,NA,NA
2018-11-27,51.31,NA,NA,NA
2018-11-28,50.06,NA,NA,NA
2018-11-29,51.46,NA,NA,NA
2018-11-30,50.78,NA,NA,NA
2018-12-03,52.98,NA,NA,NA
2018-12-04,53.21,NA,NA,NA
2018-12-05,52.64,NA,NA,NA
2018-12-06,51.54,NA,NA,NA
2018-12-07,52.76,NA,NA,NA
2018-12-10,51.07,NA,NA,NA
2018-12-11,51.65,NA,NA,NA
2018-12-12,51.04,NA,NA,NA
2018-12-13,52.69,NA,NA,NA
2018-12-14,51.26,NA,NA,NA
2018-12-17,49.8,NA,NA,NA
2018-12-18,46.12,NA,NA,NA
2018-12-19,47.96,NA,NA,NA
2018-12-20,45.64,NA,NA,NA
2018-12-21,45.38,NA,NA,NA
2018-12-26,46.04,NA,NA,NA
2018-12-27,44.48,NA,NA,NA
2018-12-28,45.15,NA,NA,NA
2019-01-02,46.31,NA,NA,NA
2019-01-03,46.92,NA,NA,NA
2019-01-04,47.76,NA,NA,NA
2019-01-07,48.27,NA,NA,NA
2019-01-08,49.58,NA,NA,NA
2019-01-09,52.19,NA,NA,NA
2019-01-10,52.42,NA,NA,NA
2019-01-11,51.44,NA,NA,NA
2019-01-14,50.31,NA,NA,NA
2019-01-15,51.8,NA,NA,NA
2019-01-16,52.08,NA,NA,NA
2019-01-17,51.83,NA,NA,NA
2019-01-18,53.6,NA,NA,NA
2019-01-21,NA,NA,NA,NA
2019-01-22,52.59,NA,NA,NA
2019-01-23,52.44,NA,NA,NA
2019-01-24,52.94,NA,NA,NA
