"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"02/04/2021,""4.8725"",""4.8748"",""4.8788"",""4.8595"",""184.95K"",""0.02%"""
"02/03/2021,""4.8714"",""4.8691"",""4.8779"",""4.8662"",""221.70K"",""0.14%"""
"02/02/2021,""4.8648"",""4.8756"",""4.8787"",""4.8657"",""248.63K"",""-0.17%"""
"02/01/2021,""4.8729"",""4.8752"",""4.8794"",""4.8695"",""221.81K"",""0.04%"""
"01/29/2021,""4.8708"",""4.8776"",""4.8815"",""4.8702"",""224.78K"",""-0.07%"""
"01/28/2021,""4.8741"",""4.8769"",""4.8820"",""4.8713"",""273.33K"",""0.01%"""
"01/27/2021,""4.8737"",""4.8754"",""4.8817"",""4.8710"",""234.70K"",""0.05%"""
"01/26/2021,""4.8713"",""4.8740"",""4.8787"",""4.8695"",""182.58K"",""0.03%"""
"01/25/2021,""4.8700"",""4.8746"",""4.8783"",""4.8713"",""179.72K"",""-0.03%"""
"01/22/2021,""4.8715"",""4.8729"",""4.8805"",""4.8709"",""143.33K"",""0.04%"""
"01/21/2021,""4.8694"",""4.8740"",""4.8797"",""4.8702"",""155.08K"",""-0.01%"""
"01/20/2021,""4.8699"",""4.8742"",""4.8780"",""4.8702"",""147.33K"",""-0.01%"""
"01/19/2021,""4.8705"",""4.8742"",""4.8791"",""4.8712"",""143.20K"",""0.01%"""
"01/18/2021,""4.8698"",""4.8781"",""4.8798"",""4.8707"",""126.72K"",""-0.05%"""
"01/15/2021,""4.8720"",""4.8743"",""4.8793"",""4.8699"",""145.76K"",""0.01%"""
"01/14/2021,""4.8716"",""4.8723"",""4.8811"",""4.8670"",""145.24K"",""0.05%"""
"01/13/2021,""4.8690"",""4.8731"",""4.8780"",""4.8688"",""144.27K"",""0.00%"""
"01/12/2021,""4.8688"",""4.8705"",""4.8762"",""4.8675"",""158.94K"",""0.03%"""
"01/11/2021,""4.8673"",""4.8672"",""4.8756"",""4.8506"",""157.89K"",""0.02%"""
"01/08/2021,""4.8663"",""4.8702"",""4.8765"",""4.8558"",""134.89K"",""0.01%"""
"01/07/2021,""4.8657"",""4.8703"",""4.8745"",""4.8669"",""151.42K"",""-0.02%"""
"01/06/2021,""4.8666"",""4.8710"",""4.8790"",""4.8664"",""152.71K"",""-0.03%"""
"01/05/2021,""4.8680"",""4.8702"",""4.8754"",""4.8666"",""147.49K"",""0.03%"""
"01/04/2021,""4.8666"",""4.8717"",""4.8749"",""4.8622"",""139.10K"",""0.05%"""
"01/01/2021,""4.8642"",""4.8642"",""4.8642"",""4.8642"","""",""0.07%"""
"12/31/2020,""4.8609"",""4.8675"",""4.8739"",""4.8636"",""143.65K"",""-0.05%"""
"12/30/2020,""4.8632"",""4.8751"",""4.8787"",""4.8632"",""168.31K"",""-0.17%"""
"12/29/2020,""4.8714"",""4.8753"",""4.8783"",""4.8712"",""159.53K"",""0.00%"""
"12/28/2020,""4.8712"",""4.8850"",""4.8850"",""4.8692"",""129.34K"",""-0.23%"""
"12/25/2020,""4.8825"",""4.8730"",""4.8891"",""4.8682"",""19.01K"",""0.28%"""
"12/24/2020,""4.8689"",""4.8724"",""4.8790"",""4.8678"",""166.28K"",""0.02%"""
"12/23/2020,""4.8679"",""4.8685"",""4.8760"",""4.8657"",""263.44K"",""0.08%"""
"12/22/2020,""4.8639"",""4.8643"",""4.8737"",""4.8588"",""268.14K"",""0.08%"""
"12/21/2020,""4.8598"",""4.8639"",""4.8734"",""4.8498"",""237.66K"",""-0.12%"""
"12/18/2020,""4.8658"",""4.8679"",""4.8723"",""4.8639"",""147.68K"",""0.03%"""
"12/17/2020,""4.8645"",""4.8690"",""4.8735"",""4.8651"",""165.07K"",""-0.01%"""
"12/16/2020,""4.8649"",""4.8682"",""4.8772"",""4.8618"",""189.70K"",""0.01%"""
"12/15/2020,""4.8645"",""4.8676"",""4.8723"",""4.8639"",""174.70K"",""0.00%"""
"12/14/2020,""4.8647"",""4.8774"",""4.8810"",""4.8649"",""138.59K"",""-0.03%"""
"12/11/2020,""4.8664"",""4.8688"",""4.8739"",""4.8662"",""145.78K"",""0.03%"""
"12/10/2020,""4.8651"",""4.8658"",""4.8774"",""4.8628"",""159.79K"",""0.05%"""
"12/09/2020,""4.8628"",""4.8714"",""4.8749"",""4.8637"",""209.28K"",""-0.10%"""
"12/08/2020,""4.8675"",""4.8720"",""4.8779"",""4.8685"",""231.33K"",""-0.02%"""
"12/07/2020,""4.8683"",""4.8724"",""4.8768"",""4.8665"",""188.28K"",""0.03%"""
"12/04/2020,""4.8667"",""4.8725"",""4.8769"",""4.8667"",""193.07K"",""-0.03%"""
"12/03/2020,""4.8682"",""4.8706"",""4.8772"",""4.8686"",""211.43K"",""0.02%"""
"12/02/2020,""4.8670"",""4.8709"",""4.8759"",""4.8680"",""165.85K"",""-0.02%"""
"12/01/2020,""4.8678"",""4.8756"",""4.8795"",""4.8651"",""117.66K"",""-0.10%"""
"11/30/2020,""4.8726"",""4.8725"",""4.8798"",""4.8573"",""87.86K"",""0.06%"""
"11/27/2020,""4.8697"",""4.8724"",""4.8777"",""4.8702"",""105.88K"",""0.00%"""
"11/26/2020,""4.8697"",""4.8709"",""4.8770"",""4.8695"",""110.02K"",""0.04%"""
"11/25/2020,""4.8678"",""4.8709"",""4.8774"",""4.8681"",""140.86K"",""0.03%"""
"11/24/2020,""4.8665"",""4.8735"",""4.8783"",""4.8672"",""131.12K"",""-0.06%"""
"11/23/2020,""4.8696"",""4.8672"",""4.8790"",""4.8668"",""114.82K"",""0.12%"""
"11/20/2020,""4.8639"",""4.8724"",""4.8770"",""4.8671"",""137.65K"",""-0.10%"""
"11/19/2020,""4.8688"",""4.8731"",""4.8773"",""4.8698"",""148.15K"",""-0.01%"""
"11/18/2020,""4.8694"",""4.8734"",""4.8767"",""4.8691"",""164.38K"",""0.00%"""
"11/17/2020,""4.8692"",""4.8714"",""4.8773"",""4.8686"",""123.76K"",""0.00%"""
"11/16/2020,""4.8692"",""4.8661"",""4.8777"",""4.8646"",""113.67K"",""0.11%"""
"11/13/2020,""4.8640"",""4.8671"",""4.8744"",""4.8639"",""154.84K"",""0.01%"""
"11/12/2020,""4.8635"",""4.8657"",""4.8724"",""4.8640"",""181.62K"",""0.02%"""
"11/11/2020,""4.8627"",""4.8664"",""4.8723"",""4.8628"",""181.73K"",""-0.01%"""
"11/10/2020,""4.8634"",""4.8625"",""4.8717"",""4.8599"",""208.94K"",""0.10%"""
"11/09/2020,""4.8587"",""4.8665"",""4.8739"",""4.8580"",""190.51K"",""-0.09%"""
"11/06/2020,""4.8630"",""4.8622"",""4.8737"",""4.8605"",""177.70K"",""0.04%"""
"11/05/2020,""4.8609"",""4.8660"",""4.8698"",""4.8605"",""172.11K"",""-0.03%"""
"11/04/2020,""4.8625"",""4.8646"",""4.8717"",""4.8581"",""194.45K"",""0.06%"""
"11/03/2020,""4.8596"",""4.8661"",""4.8716"",""4.8620"",""137.64K"",""-0.04%"""
"11/02/2020,""4.8616"",""4.8667"",""4.8710"",""4.8558"",""128.47K"",""0.06%"""
"10/30/2020,""4.8588"",""4.8752"",""4.8780"",""4.8583"",""162.30K"",""-0.24%"""
"10/29/2020,""4.8706"",""4.8753"",""4.8809"",""4.8706"",""190.48K"",""-0.03%"""
"10/28/2020,""4.8721"",""4.8758"",""4.8804"",""4.8717"",""153.80K"",""0.00%"""
"10/27/2020,""4.8723"",""4.8738"",""4.8804"",""4.8704"",""125.90K"",""0.05%"""
"10/26/2020,""4.8699"",""4.8691"",""4.8779"",""4.8569"",""128.60K"",""0.08%"""
"10/23/2020,""4.8661"",""4.8723"",""4.8800"",""4.8687"",""135.69K"",""-0.05%"""
"10/22/2020,""4.8687"",""4.8752"",""4.8786"",""4.8707"",""152.13K"",""-0.02%"""
"10/21/2020,""4.8698"",""4.8753"",""4.8794"",""4.8711"",""161.00K"",""-0.02%"""
"10/20/2020,""4.8710"",""4.8759"",""4.8798"",""4.8717"",""137.87K"",""-0.01%"""
"10/19/2020,""4.8714"",""4.8767"",""4.8805"",""4.8725"",""126.98K"",""-0.03%"""
"10/16/2020,""4.8729"",""4.8759"",""4.8809"",""4.8723"",""168.16K"",""0.02%"""
"10/15/2020,""4.8718"",""4.8762"",""4.8808"",""4.8724"",""161.21K"",""-0.02%"""
"10/14/2020,""4.8727"",""4.8757"",""4.8806"",""4.8703"",""160.75K"",""0.02%"""
"10/13/2020,""4.8718"",""4.8726"",""4.8800"",""4.8698"",""172.85K"",""0.05%"""
"10/12/2020,""4.8692"",""4.8674"",""4.8762"",""4.8583"",""142.45K"",""0.08%"""
"10/09/2020,""4.8651"",""4.8713"",""4.8769"",""4.8674"",""131.16K"",""-0.06%"""
"10/08/2020,""4.8678"",""4.8744"",""4.8791"",""4.8688"",""186.08K"",""-0.05%"""
"10/07/2020,""4.8702"",""4.8744"",""4.8784"",""4.8706"",""183.82K"",""-0.01%"""
"10/06/2020,""4.8707"",""4.8749"",""4.8801"",""4.8703"",""182.26K"",""-0.02%"""
"10/05/2020,""4.8718"",""4.8691"",""4.8787"",""4.8630"",""135.52K"",""0.13%"""
"10/02/2020,""4.8653"",""4.8759"",""4.8803"",""4.8638"",""191.90K"",""-0.14%"""
"10/01/2020,""4.8722"",""4.8726"",""4.8791"",""4.8700"",""186.71K"",""0.08%"""
"09/30/2020,""4.8684"",""4.8698"",""4.8783"",""4.8665"",""159.95K"",""0.03%"""
"09/29/2020,""4.8671"",""4.8724"",""4.8781"",""4.8657"",""147.98K"",""-0.05%"""
"09/28/2020,""4.8696"",""4.8710"",""4.8801"",""4.8612"",""115.40K"",""0.10%"""
"09/25/2020,""4.8647"",""4.8776"",""4.8834"",""4.8657"",""169.17K"",""-0.22%"""
"09/24/2020,""4.8754"",""4.8704"",""4.8820"",""4.8671"",""198.00K"",""0.18%"""
"09/23/2020,""4.8667"",""4.8614"",""4.8740"",""4.8570"",""183.26K"",""0.20%"""
"09/22/2020,""4.8569"",""4.8584"",""4.8659"",""4.8552"",""168.09K"",""0.05%"""
"09/21/2020,""4.8547"",""4.8602"",""4.8703"",""4.8545"",""176.76K"",""0.05%"""
"09/18/2020,""4.8525"",""4.8589"",""4.8627"",""4.8531"",""135.31K"",""-0.05%"""
"09/17/2020,""4.8549"",""4.8575"",""4.8644"",""4.8545"",""158.11K"",""0.01%"""
"09/16/2020,""4.8544"",""4.8595"",""4.8671"",""4.8541"",""132.53K"",""-0.01%"""
"09/15/2020,""4.8548"",""4.8583"",""4.8611"",""4.8530"",""109.63K"",""0.01%"""
"09/14/2020,""4.8543"",""4.8538"",""4.8611"",""4.8495"",""104.28K"",""0.00%"""
"09/11/2020,""4.8544"",""4.8580"",""4.8673"",""4.8535"",""113.14K"",""-0.02%"""
"09/10/2020,""4.8554"",""4.8553"",""4.8712"",""4.8503"",""133.35K"",""0.05%"""
"09/09/2020,""4.8532"",""4.8579"",""4.8657"",""4.8543"",""148.25K"",""0.01%"""
"09/08/2020,""4.8525"",""4.8551"",""4.8643"",""4.8478"",""137.39K"",""0.00%"""
"09/07/2020,""4.8523"",""4.8520"",""4.8591"",""4.8504"",""100.19K"",""0.03%"""
"09/04/2020,""4.8507"",""4.8484"",""4.8590"",""4.8422"",""134.58K"",""0.14%"""
"09/03/2020,""4.8439"",""4.8419"",""4.8532"",""4.8395"",""142.35K"",""0.09%"""
"09/02/2020,""4.8397"",""4.8411"",""4.8500"",""4.8362"",""139.20K"",""0.05%"""
"09/01/2020,""4.8372"",""4.8383"",""4.8444"",""4.8336"",""135.51K"",""0.05%"""
"08/31/2020,""4.8350"",""4.8401"",""4.8467"",""4.8351"",""115.95K"",""-0.02%"""
"08/28/2020,""4.8360"",""4.8417"",""4.8448"",""4.8352"",""132.63K"",""-0.05%"""
"08/27/2020,""4.8383"",""4.8407"",""4.8467"",""4.8329"",""138.75K"",""0.03%"""
"08/26/2020,""4.8370"",""4.8403"",""4.8447"",""4.8362"",""134.31K"",""0.00%"""
"08/25/2020,""4.8370"",""4.8393"",""4.8450"",""4.8367"",""131.35K"",""0.02%"""
"08/24/2020,""4.8361"",""4.8405"",""4.8451"",""4.8364"",""114.61K"",""-0.03%"""
"08/21/2020,""4.8374"",""4.8380"",""4.8442"",""4.8351"",""133.20K"",""0.06%"""
"08/20/2020,""4.8343"",""4.8408"",""4.8437"",""4.8354"",""147.15K"",""-0.04%"""
"08/19/2020,""4.8363"",""4.8365"",""4.8451"",""4.8337"",""139.25K"",""0.05%"""
"08/18/2020,""4.8337"",""4.8333"",""4.8453"",""4.8289"",""135.08K"",""0.08%"""
"08/17/2020,""4.8296"",""4.8353"",""4.8411"",""4.8300"",""122.66K"",""-0.04%"""
"08/14/2020,""4.8316"",""4.8342"",""4.8410"",""4.8302"",""123.17K"",""0.04%"""
"08/13/2020,""4.8296"",""4.8342"",""4.8419"",""4.8299"",""131.67K"",""0.00%"""
"08/12/2020,""4.8294"",""4.8345"",""4.8413"",""4.8296"",""108.22K"",""-0.04%"""
"08/11/2020,""4.8312"",""4.8342"",""4.8408"",""4.8288"",""150.01K"",""0.02%"""
"08/10/2020,""4.8303"",""4.8396"",""4.8443"",""4.8295"",""122.85K"",""-0.11%"""
"08/07/2020,""4.8358"",""4.8369"",""4.8452"",""4.8330"",""143.49K"",""0.06%"""
"08/06/2020,""4.8330"",""4.8325"",""4.8419"",""4.8295"",""170.03K"",""0.10%"""
"08/05/2020,""4.8284"",""4.8329"",""4.8390"",""4.8290"",""153.75K"",""-0.02%"""
"08/04/2020,""4.8292"",""4.8315"",""4.8387"",""4.8296"",""132.42K"",""0.00%"""
"08/03/2020,""4.8293"",""4.8355"",""4.8414"",""4.8180"",""124.97K"",""0.01%"""
"07/31/2020,""4.8286"",""4.8300"",""4.8362"",""4.8243"",""144.55K"",""0.05%"""
"07/30/2020,""4.8263"",""4.8327"",""4.8394"",""4.8282"",""153.93K"",""-0.09%"""
"07/29/2020,""4.8306"",""4.8332"",""4.8387"",""4.8290"",""133.11K"",""0.04%"""
"07/28/2020,""4.8289"",""4.8296"",""4.8399"",""4.8201"",""131.94K"",""0.06%"""
"07/27/2020,""4.8258"",""4.8265"",""4.8593"",""4.8225"",""126.46K"",""-0.01%"""
"07/24/2020,""4.8265"",""4.8340"",""4.8377"",""4.8241"",""138.22K"",""-0.06%"""
"07/23/2020,""4.8294"",""4.8376"",""4.8398"",""4.8299"",""139.28K"",""-0.04%"""
"07/22/2020,""4.8314"",""4.8407"",""4.8451"",""4.8330"",""136.27K"",""-0.11%"""
"07/21/2020,""4.8367"",""4.8403"",""4.8448"",""4.8348"",""121.53K"",""0.00%"""
"07/20/2020,""4.8368"",""4.8282"",""4.8481"",""4.8271"",""113.16K"",""0.10%"""
"07/17/2020,""4.8322"",""4.8432"",""4.8475"",""4.8337"",""128.70K"",""-0.16%"""
"07/16/2020,""4.8399"",""4.8429"",""4.8472"",""4.8390"",""141.61K"",""0.01%"""
"07/15/2020,""4.8393"",""4.8435"",""4.8471"",""4.8397"",""145.53K"",""0.00%"""
"07/14/2020,""4.8391"",""4.8435"",""4.8475"",""4.8403"",""154.33K"",""0.00%"""
"07/13/2020,""4.8392"",""4.8418"",""4.8554"",""4.8390"",""120.84K"",""0.02%"""
"07/10/2020,""4.8381"",""4.8377"",""4.8461"",""4.8354"",""123.64K"",""0.06%"""
"07/09/2020,""4.8352"",""4.8401"",""4.8451"",""4.8348"",""135.05K"",""-0.04%"""
"07/08/2020,""4.8369"",""4.8380"",""4.8459"",""4.8361"",""148.22K"",""0.07%"""
"07/07/2020,""4.8333"",""4.8391"",""4.8430"",""4.8351"",""151.06K"",""-0.04%"""
"07/06/2020,""4.8353"",""4.8352"",""4.8517"",""4.8330"",""121.36K"",""0.01%"""
"07/03/2020,""4.8348"",""4.8344"",""4.8411"",""4.8322"",""152.68K"",""0.10%"""
"07/02/2020,""4.8301"",""4.8454"",""4.8471"",""4.8293"",""139.56K"",""-0.24%"""
"07/01/2020,""4.8418"",""4.8370"",""4.8477"",""4.8314"",""132.34K"",""0.17%"""
"06/30/2020,""4.8337"",""4.8437"",""4.8463"",""4.8339"",""157.48K"",""-0.13%"""
"06/29/2020,""4.8399"",""4.8460"",""4.8601"",""4.8403"",""147.05K"",""0.03%"""
"06/26/2020,""4.8383"",""4.8408"",""4.8463"",""4.8369"",""154.21K"",""0.04%"""
"06/25/2020,""4.8363"",""4.8401"",""4.8457"",""4.8369"",""162.55K"",""0.00%"""
"06/24/2020,""4.8365"",""4.8421"",""4.8471"",""4.8342"",""156.79K"",""-0.04%"""
"06/23/2020,""4.8386"",""4.8432"",""4.8485"",""4.8390"",""176.81K"",""-0.02%"""
"06/22/2020,""4.8398"",""4.8448"",""4.8537"",""4.8352"",""141.72K"",""0.05%"""
"06/19/2020,""4.8372"",""4.8408"",""4.8484"",""4.8358"",""162.48K"",""0.03%"""
"06/18/2020,""4.8359"",""4.8383"",""4.8443"",""4.8330"",""174.91K"",""0.08%"""
"06/17/2020,""4.8320"",""4.8365"",""4.8407"",""4.8304"",""186.27K"",""0.01%"""
"06/16/2020,""4.8317"",""4.8354"",""4.8422"",""4.8310"",""169.73K"",""0.01%"""
"06/15/2020,""4.8314"",""4.8300"",""4.8398"",""4.8217"",""162.01K"",""0.00%"""
"06/12/2020,""4.8313"",""4.8356"",""4.8428"",""4.8292"",""155.39K"",""0.01%"""
"06/11/2020,""4.8309"",""4.8312"",""4.8408"",""4.8248"",""187.89K"",""0.07%"""
"06/10/2020,""4.8275"",""4.8302"",""4.8424"",""4.8256"",""157.31K"",""0.05%"""
"06/09/2020,""4.8250"",""4.8255"",""4.8436"",""4.8218"",""147.39K"",""0.09%"""
"06/08/2020,""4.8206"",""4.8369"",""4.8453"",""4.8200"",""97.11K"",""-0.23%"""
"06/05/2020,""4.8315"",""4.8376"",""4.8432"",""4.8326"",""159.14K"",""-0.04%"""
"06/04/2020,""4.8336"",""4.8237"",""4.8481"",""4.8230"",""179.66K"",""0.29%"""
"06/03/2020,""4.8197"",""4.8338"",""4.8432"",""4.8208"",""177.34K"",""-0.19%"""
"06/02/2020,""4.8291"",""4.8608"",""4.8623"",""4.8309"",""153.54K"",""-0.53%"""
"06/01/2020,""4.8550"",""4.8421"",""4.8675"",""4.8417"",""103.98K"",""0.32%"""
"05/29/2020,""4.8394"",""4.8421"",""4.8539"",""4.8390"",""161.65K"",""0.03%"""
"05/28/2020,""4.8380"",""4.8408"",""4.8484"",""4.8374"",""166.19K"",""0.01%"""
"05/27/2020,""4.8375"",""4.8427"",""4.8485"",""4.8309"",""163.10K"",""-0.03%"""
"05/26/2020,""4.8389"",""4.8408"",""4.8486"",""4.8352"",""138.74K"",""0.01%"""
"05/25/2020,""4.8385"",""4.8425"",""4.8457"",""4.8354"",""94.69K"",""0.01%"""
"05/22/2020,""4.8380"",""4.8403"",""4.8485"",""4.8372"",""149.85K"",""0.03%"""
"05/21/2020,""4.8366"",""4.8436"",""4.8478"",""4.8377"",""142.62K"",""-0.06%"""
"05/20/2020,""4.8395"",""4.8425"",""4.8472"",""4.8374"",""152.44K"",""0.07%"""
"05/19/2020,""4.8363"",""4.8398"",""4.8468"",""4.8355"",""147.88K"",""0.02%"""
"05/18/2020,""4.8352"",""4.8393"",""4.8445"",""4.8348"",""122.18K"",""0.00%"""
"05/15/2020,""4.8354"",""4.8406"",""4.8453"",""4.8349"",""129.54K"",""-0.04%"""
"05/14/2020,""4.8375"",""4.8352"",""4.8443"",""4.8257"",""144.65K"",""0.13%"""
"05/13/2020,""4.8312"",""4.8303"",""4.8412"",""4.8239"",""156.53K"",""0.09%"""
"05/12/2020,""4.8267"",""4.8280"",""4.8362"",""4.8225"",""164.52K"",""0.05%"""
"05/11/2020,""4.8241"",""4.8265"",""4.8348"",""4.8189"",""126.41K"",""-0.01%"""
"05/08/2020,""4.8245"",""4.8268"",""4.8348"",""4.8232"",""140.13K"",""0.03%"""
"05/07/2020,""4.8230"",""4.8239"",""4.8340"",""4.8214"",""147.00K"",""0.06%"""
"05/06/2020,""4.8201"",""4.8243"",""4.8320"",""4.8188"",""142.63K"",""0.01%"""
"05/05/2020,""4.8194"",""4.8288"",""4.8347"",""4.8183"",""139.80K"",""-0.13%"""
"05/04/2020,""4.8257"",""4.8369"",""4.8457"",""4.8234"",""122.79K"",""-0.15%"""
"05/01/2020,""4.8328"",""4.8403"",""4.8457"",""4.8276"",""102.47K"",""-0.07%"""
"04/30/2020,""4.8364"",""4.8418"",""4.8485"",""4.8135"",""157.85K"",""-0.05%"""
"04/29/2020,""4.8388"",""4.8436"",""4.8491"",""4.8397"",""173.44K"",""-0.02%"""
"04/28/2020,""4.8396"",""4.8413"",""4.8495"",""4.8353"",""172.81K"",""0.05%"""
"04/27/2020,""4.8372"",""4.8345"",""4.8465"",""4.8324"",""146.88K"",""0.07%"""
"04/24/2020,""4.8336"",""4.8420"",""4.8492"",""4.8335"",""164.32K"",""-0.08%"""
"04/23/2020,""4.8377"",""4.8412"",""4.8504"",""4.8333"",""171.78K"",""0.01%"""
"04/22/2020,""4.8374"",""4.8393"",""4.8473"",""4.8341"",""162.56K"",""0.05%"""
"04/21/2020,""4.8349"",""4.8344"",""4.8443"",""4.8305"",""168.00K"",""0.08%"""
"04/20/2020,""4.8312"",""4.8378"",""4.8433"",""4.8308"",""128.31K"",""0.01%"""
"04/17/2020,""4.8309"",""4.8376"",""4.8432"",""4.8305"",""183.15K"",""-0.06%"""
"04/16/2020,""4.8336"",""4.8329"",""4.8431"",""4.8292"",""178.24K"",""0.11%"""
"04/15/2020,""4.8282"",""4.8325"",""4.8415"",""4.8281"",""148.85K"",""-0.01%"""
"04/14/2020,""4.8289"",""4.8335"",""4.8389"",""4.8260"",""144.05K"",""-0.01%"""
"04/13/2020,""4.8294"",""4.8348"",""4.8376"",""4.8261"",""89.53K"",""0.01%"""
"04/10/2020,""4.8287"",""4.8334"",""4.8372"",""4.8241"",""89.65K"",""0.00%"""
"04/09/2020,""4.8288"",""4.8335"",""4.8379"",""4.8246"",""151.40K"",""-0.03%"""
"04/08/2020,""4.8302"",""4.8337"",""4.8404"",""4.8273"",""159.30K"",""0.02%"""
"04/07/2020,""4.8294"",""4.8315"",""4.8377"",""4.8259"",""182.57K"",""0.03%"""
"04/06/2020,""4.8278"",""4.8347"",""4.8390"",""4.8246"",""153.95K"",""-0.03%"""
"04/03/2020,""4.8294"",""4.8316"",""4.8401"",""4.8254"",""149.92K"",""-0.02%"""
"04/02/2020,""4.8302"",""4.8315"",""4.8412"",""4.8213"",""170.54K"",""0.06%"""
"04/01/2020,""4.8272"",""4.8319"",""4.8406"",""4.8222"",""159.07K"",""-0.01%"""
"03/31/2020,""4.8276"",""4.8300"",""4.8425"",""4.8187"",""166.20K"",""0.00%"""
"03/30/2020,""4.8278"",""4.8345"",""4.8527"",""4.8217"",""156.14K"",""-0.10%"""
"03/27/2020,""4.8326"",""4.8345"",""4.8442"",""4.8295"",""171.51K"",""0.06%"""
"03/26/2020,""4.8298"",""4.8334"",""4.8480"",""4.8291"",""169.25K"",""-0.01%"""
"03/25/2020,""4.8302"",""4.8378"",""4.8499"",""4.8306"",""175.05K"",""-0.08%"""
"03/24/2020,""4.8342"",""4.8489"",""4.8580"",""4.8356"",""171.33K"",""-0.26%"""
"03/23/2020,""4.8466"",""4.8495"",""4.8960"",""4.8349"",""172.28K"",""0.03%"""
"03/20/2020,""4.8452"",""4.8485"",""4.8611"",""4.8376"",""194.79K"",""0.02%"""
"03/19/2020,""4.8442"",""4.8654"",""4.8945"",""4.8387"",""188.40K"",""-0.35%"""
"03/18/2020,""4.8612"",""4.8488"",""4.8698"",""4.8402"",""179.65K"",""0.32%"""
"03/17/2020,""4.8455"",""4.8389"",""4.8559"",""4.8324"",""170.20K"",""0.22%"""
"03/16/2020,""4.8349"",""4.8176"",""4.8825"",""4.7875"",""170.96K"",""0.25%"""
"03/13/2020,""4.8227"",""4.8249"",""4.8326"",""4.8130"",""188.99K"",""0.04%"""
"03/12/2020,""4.8207"",""4.8196"",""4.8442"",""4.8120"",""178.03K"",""0.10%"""
"03/11/2020,""4.8159"",""4.8223"",""4.8263"",""4.8141"",""169.14K"",""-0.05%"""
"03/10/2020,""4.8183"",""4.8231"",""4.8275"",""4.8116"",""166.27K"",""-0.05%"""
"03/09/2020,""4.8206"",""4.8089"",""4.8540"",""4.7982"",""171.16K"",""0.37%"""
"03/06/2020,""4.8027"",""4.8122"",""4.8187"",""4.8053"",""152.42K"",""-0.10%"""
"03/05/2020,""4.8077"",""4.8060"",""4.8163"",""4.8023"",""125.12K"",""0.12%"""
"03/04/2020,""4.8018"",""4.8054"",""4.8127"",""4.8018"",""133.04K"",""0.00%"""
"03/03/2020,""4.8016"",""4.8092"",""4.8224"",""4.7998"",""149.81K"",""-0.09%"""
"03/02/2020,""4.8059"",""4.8043"",""4.8281"",""4.8043"",""138.83K"",""-0.10%"""
"02/28/2020,""4.8108"",""4.8040"",""4.8208"",""4.8007"",""134.88K"",""0.23%"""
"02/27/2020,""4.7997"",""4.8101"",""4.8162"",""4.8019"",""119.93K"",""-0.11%"""
"02/26/2020,""4.8051"",""4.8082"",""4.8161"",""4.8008"",""128.02K"",""-0.01%"""
"02/25/2020,""4.8057"",""4.8050"",""4.8128"",""4.7927"",""126.73K"",""0.11%"""
"02/24/2020,""4.8003"",""4.7958"",""4.8127"",""4.7939"",""113.04K"",""0.16%"""
"02/21/2020,""4.7928"",""4.7943"",""4.8088"",""4.7920"",""107.09K"",""0.05%"""
"02/20/2020,""4.7902"",""4.7794"",""4.8018"",""4.7772"",""111.75K"",""0.31%"""
"02/19/2020,""4.7756"",""4.7771"",""4.7833"",""4.7752"",""107.97K"",""0.03%"""
"02/18/2020,""4.7742"",""4.7797"",""4.7854"",""4.7753"",""104.73K"",""-0.01%"""
"02/17/2020,""4.7748"",""4.7698"",""4.7846"",""4.7650"",""82.80K"",""0.19%"""
"02/14/2020,""4.7656"",""4.7664"",""4.7724"",""4.7621"",""99.08K"",""0.06%"""
"02/13/2020,""4.7627"",""4.7673"",""4.7711"",""4.7621"",""101.81K"",""0.00%"""
"02/12/2020,""4.7626"",""4.7702"",""4.7723"",""4.7632"",""106.28K"",""-0.07%"""
"02/11/2020,""4.7661"",""4.7667"",""4.7730"",""4.7641"",""105.84K"",""0.05%"""
"02/10/2020,""4.7636"",""4.7624"",""4.7716"",""4.7593"",""105.26K"",""0.15%"""
"02/07/2020,""4.7564"",""4.7578"",""4.7681"",""4.7546"",""94.93K"",""0.05%"""
"02/06/2020,""4.7538"",""4.7657"",""4.7706"",""4.7546"",""109.09K"",""-0.16%"""
"02/05/2020,""4.7614"",""4.7777"",""4.7806"",""4.7621"",""103.39K"",""-0.28%"""
"02/04/2020,""4.7746"",""4.7769"",""4.7808"",""4.7722"",""97.13K"",""0.04%"""
"02/03/2020,""4.7729"",""4.7795"",""4.7835"",""4.7726"",""90.06K"",""-0.06%"""
"01/31/2020,""4.7759"",""4.7762"",""4.7839"",""4.7737"",""101.55K"",""0.08%"""
"01/30/2020,""4.7720"",""4.7800"",""4.7836"",""4.7739"",""103.58K"",""-0.10%"""
"01/29/2020,""4.7768"",""4.7796"",""4.7824"",""4.7737"",""99.93K"",""0.03%"""
"01/28/2020,""4.7754"",""4.7795"",""4.7836"",""4.7708"",""97.62K"",""-0.02%"""
"01/27/2020,""4.7765"",""4.7809"",""4.7846"",""4.7768"",""93.93K"",""-0.01%"""
"01/24/2020,""4.7768"",""4.7803"",""4.7860"",""4.7768"",""63.24K"",""0.01%"""
"01/23/2020,""4.7765"",""4.7795"",""4.7908"",""4.7763"",""86.76K"",""0.02%"""
